10	91	104	422	37	15	258	206	17	196	144	174	503	47	63	72	48	253	1422	96	1468	105	324	761	550	333	118	195	359	2134	217	1441	1325	1310	371	58	1315	101	681	515	65	111	603	796	404	916	1356	694	1791	1642	146	
11	685	76	112	125	770	500	380	274	1114	1344	116	542	419	823	450	99	1678	680	1001	617	1411	442	1056	843	1091	785	219	1240	282	825	291	1977	537	708	844	720	831	16	158	901	1302	506	321	2554	2302	1722	1871	686	659	186	
12	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
13	21	45	29	51	111	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	
14	35	72	118	10	153	124	383	189	29	104	173	348	96	422	380	56	58	91	400	48	95	112	52	158	125	45	1427	2924	617	2083	1871	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	1984	2199	713	2134	1439	2381	
15	49	1078	1279	587	35	91	615	17	599	124	16	58	104	46	10	48	354	56	1046	531	234	87	419	192	3	204	658	316	1073	2083	216	1429	111	2215	1099	1515	823	22	44	153	97	569	232	1852	53	188	1045	371	1375	225	
16	1240	124	1500	291	517	188	917	99	554	1088	282	1375	35	1896	527	210	278	54	482	683	1073	120	123	843	463	1577	1181	1279	234	186	535	48	1311	1282	2082	15	112	27	3	1979	1581	37	609	850	907	847	1233	404	11	1680	
17	617	99	56	63	1287	1571	848	1427	742	196	225	1303	369	216	348	118	827	1164	124	198	123	1081	1886	1746	186	1559	620	1761	422	1441	432	2032	2708	1582	2088	87	1279	130	776	44	15	2195	206	1077	100	900	2082	501	47	537	
18	206	537	99	116	189	328	383	778	1103	385	216	1516	610	1595	408	1313	411	1182	569	722	1077	272	857	1136	2082	174	2143	873	1871	1531	1006	1071	97	205	46	37	700	226	463	450	684	3419	871	512	1280	22	281	64	349	661	
19	24	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	
20	21	1	64	35	60	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	
21	76	515	1056	274	1429	116	785	450	680	1462	778	1367	400	125	382	999	856	46	512	685	442	3	126	111	501	28	226	1190	793	517	162	316	1503	55	158	2302	168	1249	3034	2966	964	2095	1115	463	2143	92	1855	220	1581	2518	
22	124	58	55	87	111	515	198	46	2069	121	857	587	537	999	410	189	1078	130	193	216	76	99	908	1722	1677	2032	380	1182	354	49	304	21	1139	1581	708	2554	1952	1006	501	680	281	455	1429	371	1313	268	1136	3582	1170	1046	
23	617	422	599	17	506	291	206	186	348	576	1761	742	1683	130	1422	517	1081	100	2024	432	360	2069	831	1279	554	56	1942	63	1311	144	827	527	2195	72	1046	796	620	973	299	95	1102	44	1258	153	515	1170	359	1746	1233	408	
24	198	422	587	111	844	58	22	47	1005	72	382	700	158	463	360	19	105	253	220	1078	770	916	341	42	196	1181	97	186	505	1344	210	856	87	258	121	280	84	482	282	29	517	162	281	1160	400	1292	410	383	308	424	
25	566	282	91	75	850	291	596	236	550	1188	1370	1257	65	857	136	394	217	1332	909	1468	789	1282	49	67	697	763	1314	185	559	1043	1368	658	272	10	45	1311	773	812	700	762	346	476	781	18	101	278	286	332	1105	1112	
26	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
27	694	16	1279	612	54	188	1088	210	49	97	793	917	482	37	1680	1311	2665	46	124	220	309	389	505	178	751	1595	48	150	2107	329	513	1608	177	130	62	2104	683	907	99	2149	17	2082	121	1271	1240	234	282	1999	3	296	
28	1559	1302	1344	1462	770	1056	274	265	291	1091	35	1577	1556	685	1411	2032	1852	1367	1571	196	354	1001	515	156	2302	785	1515	909	21	2082	2289	2582	2663	1151	1583	501	487	2557	1422	658	162	450	1791	422	3034	617	111	1855	512	2869	
29	380	599	382	130	64	515	173	28	424	844	393	770	21	542	234	52	345	193	76	281	517	465	1243	120	1490	2095	856	44	371	827	843	1273	111	84	158	6	1655	198	304	226	196	1001	587	1762	1181	1491	818	1977	1639	2966	
30	2195	64	23	84	2844	226	3047	506	1365	1503	422	3039	130	1388	2929	1977	1700	617	941	206	55	278	1500	309	99	847	2144	304	2069	116	419	2432	100	1761	72	879	432	2334	118	400	455	1711	2388	2321	1091	385	2083	527	2752	91	
31	1871	986	1280	1534	220	1679	2475	1334	1143	1266	684	1375	189	3492	848	1415	349	582	1449	537	188	667	798	18	102	2143	100	1680	53	700	1438	3048	225	49	335	1761	1608	96	1531	2270	1439	2255	2797	1696	871	450	2383	205	76	1077	
32	58	49	615	56	35	47	482	220	124	617	102	65	3582	1103	1367	1680	3036	22	1896	2665	2290	424	1858	53	261	1127	1114	2271	192	1608	115	1314	282	2663	87	715	504	2905	1310	823	42	422	3	3417	1474	1181	1078	1595	291	136	
33	282	596	58	1181	210	877	1468	1188	124	680	1079	55	223	404	60	535	482	1105	186	1279	45	1292	1811	1422	909	261	637	1328	359	1345	566	63	1489	38	513	1311	1441	1689	65	42	1191	408	916	1570	794	847	1200	1961	615	2387	
34	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
35	527	1091	258	291	1500	1496	316	383	2948	500	354	1503	720	1151	2870	116	856	189	1760	658	95	1571	1243	2083	1073	112	844	1249	1375	296	44	419	796	111	28	156	125	542	1791	49	2159	60	1302	1858	2783	686	253	346	1179	901	
36	46	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	
37	118	694	1310	206	309	1099	422	857	124	225	54	1280	400	16	10	1595	3	517	274	174	1356	125	1014	18	123	146	610	410	2082	27	196	482	130	97	17	1534	554	1285	1136	1424	177	1088	537	1871	796	175	411	735	1006	1157	
38	186	87	757	369	51	506	210	144	819	411	95	160	870	555	56	138	120	42	70	33	504	159	1279	3	439	134	636	788	408	554	758	745	345	1396	265	60	463	216	217	680	28	440	10	562	302	1079	482	599	348	586	
39	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
40	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
41	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
42	1468	1616	1081	1311	52	206	1316	196	1903	1862	47	63	1181	2621	1474	1056	818	32	685	210	265	58	909	2265	1794	1105	424	1287	794	195	778	1033	596	1489	2322	2290	2834	3036	823	2948	2271	28	1103	1240	609	111	393	2088	1286	65	
43	56	206	49	762	186	348	120	528	1679	582	2134	1282	359	1480	1447	2088	174	440	404	408	1746	1265	1856	96	569	1696	1279	134	284	1468	504	1268	235	758	144	1124	91	212	596	637	424	127	124	700	87	870	1033	17	1119	1961	
44	189	55	35	999	91	2032	844	226	1344	56	1030	419	825	130	282	785	186	380	827	281	658	843	1151	100	2083	76	125	542	271	335	258	49	64	986	1427	2432	274	831	3	463	473	1046	1852	512	1791	360	856	404	382	123	
45	174	515	55	482	1422	96	104	916	282	258	198	84	685	512	1056	700	847	359	261	566	419	1002	1429	2694	1311	385	844	1604	722	527	404	1114	596	1105	143	1157	850	825	76	65	542	10	250	1078	1181	999	876	680	763	100	
46	58	383	599	87	2044	778	124	216	226	281	123	1500	1181	354	1078	220	408	1571	2290	827	21	49	702	99	121	189	1287	1300	3039	399	2265	487	1491	22	3183	501	1429	587	1313	615	219	1030	542	2734	908	793	1462	35	482	999	
47	8	87	599	56	58	196	424	1760	685	120	1942	1429	99	1952	2845	123	53	65	220	360	32	186	371	1039	274	91	785	92	162	720	2547	2626	17	195	536	153	393	751	773	1958	281	121	232	514	118	1298	1941	702	354	617	
48	49	206	56	234	118	16	124	599	626	404	3	120	615	422	91	17	61	15	694	1979	473	1487	225	1046	1081	1344	1088	1468	1977	2383	309	531	1127	44	1466	831	827	285	885	8	10	47	850	1696	104	64	144	907	232	1233	
49	596	220	615	1078	487	1977	120	1679	818	35	46	569	193	32	206	1088	1033	234	612	111	831	1581	296	789	15	419	1707	535	1663	537	900	2876	44	1286	48	1375	410	999	1006	1608	686	1487	1852	2738	58	637	1429	408	1903	751	
50	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
51	38	144	29	13	210	186	87	62	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	
52	424	112	1240	64	8	225	917	29	848	393	111	309	226	2382	1564	1314	61	620	291	850	265	2966	1136	537	56	1103	871	63	2095	612	42	2027	177	633	234	2832	28	2143	294	132	389	2834	168	2134	390	1582	569	2169	1531	3	
53	587	848	1979	856	1668	47	380	1114	408	294	615	610	680	104	1491	916	209	1345	118	360	220	964	410	349	1143	1280	159	1820	65	49	371	599	603	1028	1014	58	32	281	1466	596	515	15	144	63	102	333	557	120	2797	574	
54	1091	278	661	188	482	348	95	527	400	3034	1668	1559	1367	35	517	124	116	123	1151	2095	450	825	3199	843	16	473	2289	117	411	369	294	827	1503	1556	702	46	2082	1302	1001	617	512	1150	506	1820	2143	2553	480	505	2083	112	
55	419	785	274	44	116	1344	22	596	566	1429	700	35	844	1503	76	501	482	1143	2069	335	569	21	641	999	1091	383	847	876	1427	189	380	1791	411	400	1577	1999	1249	404	173	125	1105	1078	304	1002	901	751	186	742	450	100	
56	120	206	87	617	124	17	225	226	47	1658	44	63	2966	118	371	487	282	1468	123	694	348	95	99	482	1127	64	2654	1287	295	2381	408	1411	535	354	1443	48	189	159	104	900	32	2486	769	234	2195	1043	196	192	146	1795	
57	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
58	587	46	2876	778	1655	818	87	1103	482	1181	909	2265	615	210	2238	226	599	2290	999	291	22	354	32	124	281	278	1491	186	1240	1313	1105	121	2833	901	220	1114	3044	383	2159	3039	908	111	2654	304	47	501	515	1462	617	2150	
59	439	482	348	186	111	411	91	286	478	357	119	271	420	265	54	116	1427	2924	617	2083	1871	2437	750	1786	258	1852	2172	1137	1271	2270	289	724	2383	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	
60	35	124	186	831	58	46	72	596	1833	1468	617	226	210	106	272	1500	64	542	1105	1179	1279	209	278	304	296	609	63	253	720	515	2083	680	599	22	419	1490	216	1942	96	535	121	91	794	168	117	1411	2738	850	2095	404	
61	383	226	1977	848	1006	1979	1454	850	35	1500	617	1655	291	91	112	1240	3	400	1078	206	1668	1099	64	694	209	1466	404	856	1265	56	1190	2832	143	633	1375	455	1334	1081	1942	708	48	55	2106	1630	1002	609	2501	120	52	844	
62	35	596	1663	360	27	134	49	504	91	125	1571	535	1444	759	174	217	720	143	667	724	742	615	1096	1534	111	220	879	877	1595	1581	1086	1311	848	659	28	274	265	146	116	582	1170	874	683	335	1577	1033	822	1707	569	1681	
63	596	17	848	56	196	1311	278	291	1856	216	124	794	64	134	348	1287	1582	192	2134	408	206	2088	220	104	210	1616	1375	535	501	404	393	99	193	1679	261	850	58	424	120	617	742	1746	487	666	1303	1438	909	610	299	1468	
64	383	87	1500	291	850	380	120	226	455	63	917	56	715	220	44	29	216	52	189	168	124	1127	6	278	104	735	1310	99	871	61	638	1696	1722	848	1078	617	1496	1268	210	8	232	432	1139	769	46	1582	1858	1298	761	1266	
65	482	278	58	596	1367	1311	385	91	587	47	638	1103	272	348	216	282	1114	87	2265	408	617	1867	72	32	1139	1557	206	1761	2929	196	1151	1096	566	615	1150	64	220	1081	3036	1199	1033	582	404	535	53	354	124	789	870	143	
66	1268	1088	144	480	56	72	44	1258	638	1102	740	360	1345	338	359	355	88	411	973	1151	581	186	506	1427	858	23	435	17	463	829	265	1356	304	617	84	2924	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	
67	282	2083	550	1422	394	789	206	286	847	262	63	346	65	272	1199	1191	1243	1871	1474	599	704	1583	697	1081	1663	482	84	131	645	604	324	174	776	236	25	904	151	641	1115	1833	455	195	384	1760	566	1700	188	1150	1298	359	
68	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
69	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
70	56	463	348	265	95	411	894	84	18	109	120	504	757	210	138	487	1279	38	439	160	870	555	788	298	408	476	266	96	480	687	623	159	134	3	758	636	161	312	369	83	424	186	440	119	819	332	1079	395	132	345	
71	310	517	465	202	442	76	280	707	8	220	1001	450	116	158	173	500	112	699	683	21	126	271	54	382	383	704	46	99	518	494	380	360	661	97	35	411	512	770	209	400	1091	11	463	684	168	501	510	1240	29	479	
72	599	2083	124	1105	99	210	369	2291	587	35	291	281	186	827	504	1078	380	763	463	1503	610	118	1500	609	404	294	1441	831	46	104	480	1279	60	542	371	700	1030	408	111	0	1762	304	63	226	1282	1243	117	410	65	2143	
73	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
74	700	986	410	104	383	515	220	856	1071	1006	2383	1415	189	2594	338	730	1268	1531	1210	1169	1856	197	1696	2134	850	193	952	404	658	53	3318	3183	3044	349	1472	219	424	1222	1480	666	1266	2547	537	96	2032	2654	371	385	49	1871	
75	515	253	173	291	463	84	341	131	192	232	751	17	258	685	104	52	879	164	99	419	234	121	1496	658	610	124	63	1255	762	25	316	130	159	763	188	294	582	91	1375	141	117	794	609	278	195	306	637	302	283	174	
76	21	515	382	158	1302	825	125	512	685	1462	11	713	1001	380	527	785	1556	1503	274	843	517	510	1559	219	419	442	1454	879	2032	112	55	1143	1091	2143	770	2289	92	1429	778	3034	44	126	258	1151	411	627	173	1099	1078	291	
77	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
78	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
79	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
80	153	346	550	251	60	627	227	659	186	1243	67	400	130	1142	286	514	419	278	789	116	91	304	500	123	11	608	1088	282	125	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	1984	
81	58	18	100	49	27	1564	2056	569	209	1961	1190	722	1668	775	1531	638	46	2044	512	610	700	123	1002	1006	1181	1866	808	1447	848	1298	1210	127	894	282	1313	226	1481	281	3	289	1091	1993	116	536	793	871	198	1491	21	1136	
82	49	1447	1033	1441	1150	1377	125	1494	893	1183	1310	1466	348	1199	1105	1639	1474	1282	788	1454	1287	870	1181	1852	120	1443	1312	708	419	286	825	1113	569	2271	1157	1308	1791	636	206	596	789	1540	1845	1370	1030	346	730	1977	65	2387	
83	661	785	1056	28	54	293	95	463	517	120	130	894	96	168	450	512	1157	125	476	84	21	776	212	134	827	554	265	129	685	400	1411	1179	1375	424	158	298	2869	1181	609	99	190	103	97	112	116	1191	623	500	494	18	
84	661	258	823	1977	463	1503	847	158	1639	770	1583	500	380	130	210	265	586	1760	763	3036	1243	1468	715	894	162	1441	173	306	1658	876	1302	35	1105	282	785	856	2195	1033	517	825	527	1668	831	1422	234	1028	1616	476	916	793	
85	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
86	76	92	512	158	770	411	742	97	487	424	125	75	21	168	720	99	510	462	785	112	500	1056	116	83	134	96	501	582	685	132	271	8	432	463	17	383	54	56	209	198	84	46	130	282	258	360	1427	2924	617	2083	
87	58	482	46	383	1491	56	2083	587	278	124	702	47	189	354	704	64	193	22	216	186	410	501	876	1429	371	210	380	3044	234	1871	121	99	617	1279	408	730	599	2143	1658	1952	291	369	749	455	2265	2302	1516	1556	3000	2032	
88	1002	408	1268	186	500	1243	1279	100	501	1143	219	1345	1780	512	657	1195	450	210	515	21	96	1871	174	72	2195	758	2027	359	1249	566	1071	123	144	198	76	1255	514	338	1696	1474	188	1210	1680	2012	1554	1146	1162	206	1160	1285	
89	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
90	91	32	104	35	10	603	124	251	422	601	615	232	1791	253	144	419	75	118	102	587	2555	1375	110	503	596	258	234	410	1244	1286	468	1243	3568	354	421	111	131	218	2095	333	385	304	22	185	58	114	1046	3034	121	52	
91	596	1006	455	400	1655	587	617	111	742	515	666	143	1668	44	818	1468	232	1287	1411	226	1105	1515	432	1081	253	708	100	189	1791	2142	354	206	473	2876	2539	3	1078	1795	451	2845	144	603	278	2758	422	1485	2159	282	773	217	
92	274	770	158	1302	294	1678	515	1411	517	422	1577	1143	1243	1581	482	856	1556	3263	2948	1422	501	1345	1240	1001	1056	2032	1722	1313	168	1443	876	1485	727	916	827	512	537	465	1571	1303	1160	123	527	742	843	2297	1170	316	117	76	
93	125	500	95	501	411	116	480	1170	99	168	476	278	54	308	450	11	117	506	512	456	1722	123	894	776	271	707	770	1855	272	84	720	442	517	661	1696	511	532	109	2321	754	280	1700	494	368	183	2179	585	21	462	88	
94	1427	2924	617	158	2083	1871	76	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	2759	3042	400	136	2731	
95	282	599	35	482	54	702	1871	186	348	1604	2029	130	823	116	1760	885	99	1151	56	2288	2365	411	2381	576	383	400	2032	827	510	554	527	2948	1746	123	707	2069	117	432	1160	2083	164	2669	2199	44	354	1500	8	1761	346	2783	
96	158	487	876	515	100	796	1679	1696	685	770	986	134	1438	174	1468	1422	785	1181	188	700	173	258	473	76	1515	1287	104	1345	2032	1871	2069	404	450	1071	1560	1856	512	1556	879	1302	274	84	1487	1081	566	1002	1896	1088	2321	1761	
97	1240	1279	2554	1280	1761	382	1367	658	1559	1707	999	1073	1345	2870	2069	1001	463	2332	1678	535	785	100	2083	1182	3044	1999	512	2149	76	1099	527	1427	1668	1188	450	770	1356	16	296	494	901	627	3419	683	986	2582	1462	1071	1590	1344	
98	60	64	91	72	88	104	1427	2924	617	158	2083	1871	2437	750	1786	258	1852	2172	1137	1271	2270	289	294	724	2383	35	130	1984	2199	713	2134	1439	2381	1762	1655	2058	1707	666	2641	2692	2554	1173	770	3560	354	1130	2255	680	1209	1930	
99	617	210	17	1105	124	120	537	1073	294	369	209	700	281	1182	1287	380	2107	46	1136	16	751	569	118	173	112	123	1303	848	793	606	680	72	763	554	95	610	216	186	87	56	3547	2475	1002	1862	1577	1030	2636	22	1205	907	
100	1468	770	96	404	91	400	432	1761	742	527	708	44	831	542	206	500	1103	1655	1081	1164	1344	1668	1942	3	818	1571	1002	900	295	473	720	55	219	1287	168	1233	226	143	785	455	885	17	685	1265	1334	380	282	633	2069	1696	
101	1279	58	2143	1487	1088	346	917	422	272	796	1240	576	596	174	196	909	626	1103	749	253	210	1791	1112	2088	1886	503	846	47	3492	56	1949	115	1722	1514	857	550	3220	637	781	1977	537	1328	569	282	1190	1043	10	1679	789	1805	
102	220	104	32	189	186	216	17	385	1761	63	1680	193	123	371	22	209	291	1871	1303	49	1856	666	153	848	422	871	53	742	217	794	124	1279	1002	432	2238	2195	620	1136	58	715	1531	348	261	286	449	113	188	410	87	1746	
103	76	500	827	130	190	83	126	21	463	380	219	35	112	84	894	294	287	184	158	3289	879	116	506	661	616	306	3034	1559	3330	849	510	3267	168	400	95	110	580	843	2948	882	322	856	517	341	220	1777	46	293	2256	1280	
104	216	515	380	206	63	56	64	124	404	72	1078	587	234	2134	96	10	102	385	15	1658	174	658	615	151	53	359	286	1282	700	192	1696	156	1663	143	482	1441	144	685	3044	1429	1454	1468	159	196	916	789	45	527	1438	419	
105	10	47	146	58	99	722	360	97	1356	626	96	148	63	72	796	494	720	24	503	175	369	37	594	210	216	101	1279	429	576	217	610	770	153	8	877	196	904	186	111	517	371	345	742	408	1280	856	124	1006	118	116	
106	348	278	220	1280	1668	666	192	124	1570	209	501	1979	818	1136	225	720	349	871	411	2948	419	1091	1271	261	186	54	612	596	1030	1219	226	60	535	17	1009	338	217	307	404	91	383	900	1608	728	610	702	794	189	1761	661	
107	162	371	393	72	537	47	28	569	1466	1105	410	1183	52	775	596	1088	1181	1199	973	424	730	1447	1142	1002	196	198	610	354	1312	1287	512	1474	113	1265	1961	216	195	404	111	197	1977	661	380	1190	419	1033	694	2033	1630	1655	
108	282	536	788	1981	596	27	1070	647	329	1096	113	225	1700	633	1630	1505	537	278	1103	327	1977	778	1199	3	1167	1591	1128	189	56	1582	91	2134	210	1427	2924	2083	1871	76	2437	750	1786	258	2172	1137	1271	2270	289	294	724	2383	
109	476	95	84	501	168	512	120	70	93	18	487	298	183	1289	266	1279	56	2134	96	125	2463	1495	1595	623	1700	134	368	1139	161	312	582	2288	83	265	904	424	2149	661	1718	282	785	1370	332	395	1146	119	132	894	720	1616	
110	1001	1142	354	908	186	220	785	369	274	143	117	129	90	168	125	1559	400	3	103	537	707	599	126	184	35	116	527	243	123	46	831	294	2032	582	380	349	32	131	127	399	450	1503	261	702	104	219	22	21	254	1556	
111	91	304	596	796	465	908	1678	35	3034	1375	410	360	22	2289	1604	268	587	615	3547	1583	1411	1308	3603	58	21	2107	566	1285	49	422	1422	153	770	3692	720	1359	258	761	626	393	419	1711	609	28	1162	117	449	1903	261	291	
112	463	291	294	1302	158	715	1243	685	683	130	1559	400	116	35	609	1073	265	825	567	1852	11	422	383	844	3034	680	226	286	785	510	1446	76	99	271	1078	202	1114	661	2518	908	2160	542	3267	442	2143	512	2870	1496	52	2291	
113	424	742	871	186	419	1608	1287	1474	730	1856	189	1308	1143	610	775	1002	63	120	348	206	1030	1268	1454	569	188	349	204	408	512	1130	100	54	284	123	197	18	1033	385	1447	1142	173	973	501	393	1377	1531	1190	808	794	382	
